CustomerID,CustomerName,City,Age,Gender,LoyaltyTier
C00254,Meera Reddy,Pune,39,Male,Silver
C00255,Nisha Reddy,Mumbai,39,Female,Gold
C00256,Sneha Reddy,Hyderabad,25,Female,Gold
C00257,Aishwarya Reddy,Bengaluru,46,Female,Bronze
C00258,Kavya Reddy,Hyderabad,19,Female,Bronze
C00259,Harini Reddy,Pune,60,Female,Bronze
C00260,Divya Reddy,Hyderabad,49,Female,Gold
C00261,Aarav Kumar,Bengaluru,53,Female,Silver
C00262,Vivaan Kumar,Chennai,56,Male,Gold
C00263,Aditya Kumar,Mumbai,18,Male,Silver
C00264,Arjun Kumar,Bengaluru,20,Female,Bronze
C00265,Sai Kumar,Chennai,53,Male,Gold
C00266,Rahul Kumar,Chennai,20,Female,Bronze
C00267,Karthik Kumar,Bengaluru,30,Male,Gold
C00268,Surya Kumar,Bengaluru,58,Male,Gold
C00269,Vikram Kumar,Chennai,28,Female,Bronze
C00270,Rohan Kumar,Mumbai,49,Female,Silver
C00271,Ananya Kumar,Hyderabad,47,Male,Bronze
C00272,Diya Kumar,Pune,56,Female,Bronze
C00273,Priya Kumar,Mumbai,32,Female,Silver
C00274,Meera Kumar,Chennai,25,Male,Gold
C00275,Nisha Kumar,Hyderabad,24,Female,Gold
C00276,Sneha Kumar,Bengaluru,24,Male,Gold
C00277,Aishwarya Kumar,Mumbai,40,Female,Bronze
C00278,Kavya Kumar,Bengaluru,57,Female,Gold
C00279,Harini Kumar,Bengaluru,35,Female,Bronze
C00280,Divya Kumar,Mumbai,45,Female,Silver
C00281,Aarav Singh,Hyderabad,34,Male,Gold
C00282,Vivaan Singh,Chennai,35,Female,Bronze
C00283,Aditya Singh,Chennai,44,Male,Gold
C00284,Arjun Singh,Mumbai,27,Female,Bronze
C00285,Sai Singh,Mumbai,28,Male,Silver
C00286,Rahul Singh,Mumbai,19,Female,Gold
C00287,Karthik Singh,Mumbai,47,Male,Silver
C00288,Surya Singh,Bengaluru,55,Female,Bronze
C00289,Vikram Singh,Chennai,36,Female,Gold
C00290,Rohan Singh,Pune,35,Male,Silver
C00291,Ananya Singh,Chennai,51,Male,Silver
C00292,Diya Singh,Hyderabad,30,Female,Silver
C00293,Priya Singh,Pune,58,Female,Silver
C00294,Meera Singh,Mumbai,20,Female,Silver
C00295,Nisha Singh,Mumbai,22,Female,Bronze
C00296,Sneha Singh,Mumbai,40,Female,Bronze
C00297,Aishwarya Singh,Chennai,30,Female,Gold
C00298,Kavya Singh,Hyderabad,46,Male,Gold
C00299,Harini Singh,Bengaluru,53,Male,Bronze
C00300,Divya Singh,Chennai,47,Male,Bronze
C00301,Aarav Iyer,Bengaluru,35,Female,Silver
C00302,Vivaan Iyer,Mumbai,54,Male,Gold
C00303,Aditya Iyer,Pune,28,Female,Bronze
C00304,Arjun Iyer,Chennai,50,Male,Bronze
C00305,Sai Iyer,Hyderabad,35,Female,Bronze
C00306,Rahul Iyer,Chennai,41,Female,Gold
C00307,Karthik Iyer,Chennai,24,Male,Bronze
C00308,Surya Iyer,Mumbai,32,Male,Gold
C00309,Vikram Iyer,Bengaluru,54,Male,Gold
C00310,Rohan Iyer,Hyderabad,18,Male,Bronze
C00311,Ananya Iyer,Mumbai,59,Female,Silver
C00312,Diya Iyer,Mumbai,45,Male,Gold
C00313,Priya Iyer,Bengaluru,34,Male,Gold
C00314,Meera Iyer,Chennai,48,Male,Bronze
C00315,Nisha Iyer,Bengaluru,55,Female,Bronze
C00316,Sneha Iyer,Hyderabad,41,Female,Gold
C00317,Aishwarya Iyer,Mumbai,23,Female,Gold
C00318,Kavya Iyer,Chennai,59,Male,Gold
C00319,Harini Iyer,Mumbai,27,Female,Silver
C00320,Divya Iyer,Hyderabad,59,Female,Silver
C00321,Aarav Nair,Pune,46,Female,Bronze
C00322,Vivaan Nair,Mumbai,35,Male,Bronze
C00323,Aditya Nair,Mumbai,22,Male,Gold
C00324,Arjun Nair,Hyderabad,27,Male,Gold
C00325,Sai Nair,Mumbai,31,Female,Silver
C00326,Rahul Nair,Mumbai,46,Female,Silver
C00327,Karthik Nair,Hyderabad,56,Male,Bronze
C00328,Surya Nair,Hyderabad,49,Female,Silver
C00329,Vikram Nair,Chennai,24,Female,Gold
C00330,Rohan Nair,Pune,56,Female,Gold
C00331,Ananya Nair,Chennai,55,Female,Silver
C00332,Diya Nair,Chennai,54,Male,Bronze
C00333,Priya Nair,Hyderabad,48,Female,Gold
C00334,Meera Nair,Chennai,21,Female,Bronze
C00335,Nisha Nair,Mumbai,48,Female,Bronze
C00336,Sneha Nair,Bengaluru,55,Male,Silver
C00337,Aishwarya Nair,Pune,36,Male,Bronze
C00338,Kavya Nair,Mumbai,33,Female,Gold
C00339,Harini Nair,Chennai,41,Female,Bronze
C00340,Divya Nair,Chennai,18,Female,Silver
C00341,Aarav Verma,Pune,54,Male,Silver
C00342,Vivaan Verma,Hyderabad,48,Female,Bronze
C00343,Aditya Verma,Bengaluru,44,Male,Bronze
C00344,Arjun Verma,Hyderabad,33,Female,Bronze
C00345,Sai Verma,Bengaluru,25,Male,Bronze
C00346,Rahul Verma,Chennai,31,Male,Bronze
C00347,Karthik Verma,Hyderabad,38,Male,Gold
C00348,Surya Verma,Chennai,34,Male,Bronze
C00349,Vikram Verma,Hyderabad,32,Female,Bronze
C00350,Rohan Verma,Chennai,49,Male,Silver
C00351,Ananya Verma,Hyderabad,33,Male,Silver
C00352,Diya Verma,Hyderabad,18,Female,Gold
C00353,Priya Verma,Mumbai,60,Female,Bronze
C00354,Meera Verma,Chennai,46,Female,Silver
C00355,Nisha Verma,Pune,48,Male,Silver
C00356,Sneha Verma,Bengaluru,28,Female,Bronze
C00357,Aishwarya Verma,Mumbai,34,Female,Bronze
C00358,Kavya Verma,Hyderabad,33,Female,Silver
C00359,Harini Verma,Pune,48,Male,Silver
C00360,Divya Verma,Hyderabad,59,Female,Gold
C00361,Aarav Gupta,Mumbai,58,Male,Bronze
C00362,Vivaan Gupta,Mumbai,33,Female,Gold
C00363,Aditya Gupta,Bengaluru,44,Female,Silver
C00364,Arjun Gupta,Mumbai,38,Female,Gold
C00365,Sai Gupta,Hyderabad,39,Female,Bronze
C00366,Rahul Gupta,Mumbai,59,Male,Silver
C00367,Karthik Gupta,Hyderabad,47,Female,Silver
C00368,Surya Gupta,Bengaluru,24,Male,Silver
C00369,Vikram Gupta,Mumbai,37,Male,Gold
C00370,Rohan Gupta,Chennai,25,Female,Silver
C00371,Ananya Gupta,Chennai,33,Male,Silver
C00372,Diya Gupta,Mumbai,32,Female,Gold
C00373,Priya Gupta,Hyderabad,22,Female,Gold
C00374,Meera Gupta,Hyderabad,34,Female,Silver
C00375,Nisha Gupta,Pune,49,Male,Silver
C00376,Sneha Gupta,Chennai,47,Male,Gold
C00377,Aishwarya Gupta,Pune,46,Male,Gold
C00378,Kavya Gupta,Pune,44,Male,Bronze
C00379,Harini Gupta,Chennai,26,Female,Gold
C00380,Divya Gupta,Pune,56,Female,Silver
C00381,Aarav Rao,Mumbai,37,Female,Bronze
C00382,Vivaan Rao,Pune,43,Female,Silver
C00383,Aditya Rao,Hyderabad,56,Male,Bronze
C00384,Arjun Rao,Chennai,20,Male,Gold
C00385,Sai Rao,Hyderabad,57,Female,Gold
C00386,Rahul Rao,Chennai,44,Male,Silver
C00387,Karthik Rao,Chennai,30,Male,Silver
C00388,Surya Rao,Hyderabad,26,Male,Bronze
C00389,Vikram Rao,Bengaluru,19,Female,Bronze
C00390,Rohan Rao,Chennai,23,Male,Gold
C00391,Ananya Rao,Hyderabad,47,Male,Bronze
C00392,Diya Rao,Bengaluru,55,Male,Gold
C00393,Priya Rao,Pune,34,Male,Bronze
C00394,Meera Rao,Chennai,58,Male,Bronze
C00395,Nisha Rao,Bengaluru,34,Male,Bronze
C00396,Sneha Rao,Bengaluru,56,Male,Gold
C00397,Aishwarya Rao,Mumbai,55,Female,Gold
C00398,Kavya Rao,Mumbai,57,Male,Silver
C00399,Harini Rao,Bengaluru,18,Female,Bronze
C00400,Divya Rao,Bengaluru,39,Female,Bronze
C00401,Aarav Sharma,Hyderabad,33,Female,Bronze
C00402,Vivaan Sharma,Mumbai,33,Male,Gold
C00403,Aditya Sharma,Chennai,45,Female,Silver
C00404,Arjun Sharma,Bengaluru,43,Female,Bronze
C00405,Sai Sharma,Hyderabad,41,Female,Gold
C00406,Rahul Sharma,Chennai,35,Female,Bronze
C00407,Karthik Sharma,Bengaluru,34,Male,Silver
C00408,Surya Sharma,Chennai,41,Male,Gold
C00409,Vikram Sharma,Chennai,21,Female,Bronze
C00410,Rohan Sharma,Chennai,25,Female,Silver
C00411,Ananya Sharma,Chennai,38,Male,Silver
C00412,Diya Sharma,Pune,41,Male,Bronze
C00413,Priya Sharma,Pune,23,Female,Bronze
C00414,Meera Sharma,Pune,22,Female,Gold
C00415,Nisha Sharma,Pune,26,Male,Bronze
C00416,Sneha Sharma,Bengaluru,58,Female,Silver
C00417,Aishwarya Sharma,Pune,23,Male,Silver
C00418,Kavya Sharma,Hyderabad,47,Male,Bronze
C00419,Harini Sharma,Chennai,43,Male,Bronze
C00420,Divya Sharma,Mumbai,32,Female,Bronze
C00421,Aarav Patel,Pune,36,Male,Bronze
C00422,Vivaan Patel,Pune,35,Female,Silver
C00423,Aditya Patel,Mumbai,47,Male,Silver
C00424,Arjun Patel,Hyderabad,40,Female,Silver
C00425,Sai Patel,Mumbai,59,Male,Bronze
C00426,Rahul Patel,Bengaluru,53,Male,Gold
C00427,Karthik Patel,Pune,40,Female,Silver
C00428,Surya Patel,Hyderabad,29,Female,Gold
C00429,Vikram Patel,Hyderabad,21,Male,Silver
C00430,Rohan Patel,Mumbai,50,Female,Bronze
C00431,Ananya Patel,Hyderabad,42,Female,Silver
C00432,Diya Patel,Hyderabad,19,Female,Silver
C00433,Priya Patel,Bengaluru,42,Male,Silver
C00434,Meera Patel,Mumbai,53,Female,Gold
C00435,Nisha Patel,Chennai,44,Female,Silver
C00436,Sneha Patel,Hyderabad,35,Female,Silver
C00437,Aishwarya Patel,Bengaluru,33,Male,Silver
C00438,Kavya Patel,Hyderabad,20,Female,Gold
C00439,Harini Patel,Bengaluru,18,Male,Gold
C00440,Divya Patel,Chennai,34,Female,Gold
C00441,Aarav Reddy,Mumbai,39,Female,Silver
C00442,Vivaan Reddy,Chennai,45,Female,Gold
C00443,Aditya Reddy,Pune,52,Male,Silver
C00444,Arjun Reddy,Chennai,48,Male,Bronze
C00445,Sai Reddy,Hyderabad,29,Female,Silver
C00446,Rahul Reddy,Chennai,35,Female,Gold
C00447,Karthik Reddy,Mumbai,22,Female,Gold
C00448,Surya Reddy,Bengaluru,19,Female,Silver
C00449,Vikram Reddy,Chennai,31,Male,Silver
C00450,Rohan Reddy,Bengaluru,46,Female,Bronze
C00451,Ananya Reddy,Mumbai,47,Female,Bronze
C00452,Diya Reddy,Chennai,30,Male,Bronze
C00453,Priya Reddy,Chennai,29,Female,Bronze
C00454,Meera Reddy,Bengaluru,58,Female,Silver
C00455,Nisha Reddy,Bengaluru,22,Female,Bronze
C00456,Sneha Reddy,Chennai,24,Male,Bronze
C00457,Aishwarya Reddy,Pune,42,Female,Gold
C00458,Kavya Reddy,Hyderabad,45,Female,Silver
C00459,Harini Reddy,Pune,47,Female,Bronze
C00460,Divya Reddy,Hyderabad,57,Male,Silver
C00461,Aarav Kumar,Bengaluru,49,Female,Silver
C00462,Vivaan Kumar,Bengaluru,29,Female,Gold
C00463,Aditya Kumar,Pune,41,Female,Silver
C00464,Arjun Kumar,Chennai,22,Female,Silver
C00465,Sai Kumar,Hyderabad,36,Male,Silver
C00466,Rahul Kumar,Chennai,41,Female,Silver
C00467,Karthik Kumar,Pune,55,Female,Gold
C00468,Surya Kumar,Bengaluru,30,Female,Silver
C00469,Vikram Kumar,Bengaluru,47,Female,Bronze
C00470,Rohan Kumar,Bengaluru,18,Female,Gold
C00471,Ananya Kumar,Bengaluru,18,Female,Silver
C00472,Diya Kumar,Chennai,20,Male,Bronze
C00473,Priya Kumar,Chennai,22,Female,Gold
C00474,Meera Kumar,Bengaluru,26,Female,Gold
C00475,Nisha Kumar,Mumbai,35,Female,Silver
C00476,Sneha Kumar,Bengaluru,47,Male,Silver
C00477,Aishwarya Kumar,Chennai,24,Female,Silver
C00478,Kavya Kumar,Hyderabad,48,Male,Silver
C00479,Harini Kumar,Bengaluru,45,Female,Silver
C00480,Divya Kumar,Pune,45,Female,Gold
C00481,Aarav Singh,Bengaluru,45,Male,Gold
C00482,Vivaan Singh,Chennai,46,Male,Bronze
C00483,Aditya Singh,Bengaluru,37,Male,Silver
C00484,Arjun Singh,Mumbai,45,Female,Silver
C00485,Sai Singh,Pune,52,Female,Gold
C00486,Rahul Singh,Mumbai,53,Male,Gold
C00487,Karthik Singh,Mumbai,30,Male,Silver
C00488,Surya Singh,Pune,20,Male,Bronze
C00489,Vikram Singh,Chennai,54,Male,Bronze
C00490,Rohan Singh,Mumbai,46,Male,Silver
C00491,Ananya Singh,Mumbai,46,Female,Bronze
C00492,Diya Singh,Chennai,34,Male,Silver
C00493,Priya Singh,Bengaluru,34,Male,Silver
C00494,Meera Singh,Pune,48,Female,Gold
C00495,Nisha Singh,Pune,40,Male,Silver
C00496,Sneha Singh,Bengaluru,18,Female,Bronze
C00497,Aishwarya Singh,Chennai,26,Female,Silver
C00498,Kavya Singh,Chennai,21,Female,Silver
C00499,Harini Singh,Hyderabad,46,Male,Silver
C00500,Divya Singh,Pune,59,Female,Silver
C00501,Aarav Iyer,Pune,18,Female,Bronze
C00502,Vivaan Iyer,Pune,39,Male,Bronze
C00503,Aditya Iyer,Pune,60,Female,Gold
C00504,Arjun Iyer,Chennai,49,Male,Gold
C00505,Sai Iyer,Pune,33,Male,Silver
C00506,Rahul Iyer,Mumbai,35,Male,Silver
C00507,Karthik Iyer,Hyderabad,56,Female,Gold
